Hemagglutinin Glycoproteins, Influenza Virus	55	farmaco_quimico	D12.776.964.970.880.345.500
Rickettsia rickettsii	55	organismo	B03.440.647.650.650.650,B03.660.050.765.650.650.650,B03.660.050.783.875.650.650.650
Hemagglutinins	55	farmaco_quimico	D27.505.696.477.136.377,D27.505.954.502.270.232.500
Mastocytosis, Cutaneous	55	enfermedad	C04.557.450.565.465.500,C04.588.805.309,C17.800.508.473,C17.800.882.356,C20.762.750.563
Pakistan	55	ruido	Z01.252.245.723,Z01.252.245.782.968
Morocco	55	ruido	Z01.058.266.629
Pulmonary Valve Stenosis	54	enfermedad	C14.280.484.716,C14.280.955.750
Injections, Subcutaneous	54	procedimiento	E02.319.267.530.620
Locomotion	54	fisiologia	G07.568.500,G07.700.560.500,G11.427.410.568,G11.427.590.530.568
Hypercalcemia	54	enfermedad	C18.452.174.451,C18.452.950.340
Forecasting	54	ruido	I01.320
Fentanyl	54	farmaco_quimico	D03.383.621.265
Helicobacter pylori	54	organismo	B03.440.500.550,B03.660.150.235.500.250.550,B03.660.150.280.550
Gallbladder	54	anatomia	A03.159.439
Demyelinating Diseases	54	enfermedad	C10.314
Helminthiasis	54	enfermedad	C01.610.335,C03.335
Protozoan Vaccines	54	farmaco_quimico	D20.215.894.582
Cell Nucleus	54	anatomia	A11.284.430.106,A11.284.430.214.190.875.117
Feline Panleukopenia Virus	53	organismo	B04.280.580.650.600.325
Astrocytes	53	anatomia	A08.637.200,A11.650.200
Fructosamine	53	farmaco_quimico	D09.067.342.300
Genetic Diseases, X-Linked	53	enfermedad	C16.320.322
Tuberculosis	53	enfermedad	C01.150.252.410.040.552.846,C01.252.410.040.552.846
Tail	53	anatomia	A13.895
Parasitic Diseases	53	enfermedad	C01.610,C03
Cornea	53	anatomia	A09.371.060.217
Patient Acceptance of Health Care	53	ruido	F01.100.150.750.500,F01.145.488.887.500,N05.300.150.600,N05.300.150.800.500
Postoperative Period	53	procedimiento	E04.614.750,N02.421.585.753.750
Body Size	53	procedimiento	E01.370.600.115.100.160,E05.041.124.160,G07.100.100.160,G07.345.249.314,G07.700.320.249.314
Nerve Tissue Proteins	53	farmaco_quimico	D12.776.631,D12.776.641
Boidae	53	organismo	B01.050.150.900.833.672.125.500,B01.050.150.900.833.672.250
Influenza Vaccines	53	farmaco_quimico	D20.215.894.899.302
ATP-Binding Cassette Transporters	53	farmaco_quimico	D09.400.430.890.020,D12.776.157.530.100,D12.776.395.550.020,D12.776.543.550.192,D12.776.543.585.100
Glomerulonephritis	52	enfermedad	C12.050.351.968.419.570.363,C12.200.777.419.570.363,C12.777.419.570.363,C12.950.419.570.363,C13.351.968.419.570.363
Immunoenzyme Techniques	52	ruido	E05.478.566.350,E05.478.583.400,E05.601.470.350,E05.601.495.350
Norovirus	52	organismo	B04.820.095.550,B04.820.578.298.550,B04.909.777.162.550
Fatty Acids, Omega-3	52	farmaco_quimico	D10.212.302.380.410,D10.251.355.337,D10.627.430.450
Foreign Bodies	52	enfermedad	C26.392
Ovary	52	anatomia	A05.360.319.114.630,A05.360.576.497,A06.300.312.497,A06.407.312.497
Alopecia	52	enfermedad	C17.800.329.937.122,C23.300.035
Genes, Bacterial	52	otro	G05.360.340.024.340.364.249,G05.360.340.358.024.249,G05.360.340.358.207.249
Ruminants	52	organismo	B01.050.150.900.649.077.380,B01.050.150.900.649.313.500.380
Dihydrotestosterone	52	farmaco_quimico	D04.210.500.054.040.248,D04.808.054.040.248,D06.472.334.851.968.964
Viperidae	52	organismo	B01.050.050.286.875.875,B01.050.150.900.833.672.125.937,B01.050.150.900.833.672.562.875,B01.050.150.900.833.672.875
Infant, Newborn	52	ruido	M01.060.703.520
Purpura, Thrombocytopenic, Idiopathic	52	enfermedad	C15.378.100.802.687.600,C15.378.140.855.925.750.600,C15.378.243.937.925.750.600,C15.378.463.740,C20.111.759,C20.841.600,C23.550.414.950.687.600,C23.888.885.687.687.600
Transfection	52	ruido	E05.393.350.810,G05.355.760.860,G05.728.860
Enterobacteriaceae	52	organismo	B03.440.450.425,B03.660.250.150
Forkhead Transcription Factors	52	farmaco_quimico	D12.776.260.950.249,D12.776.930.977.249
Portal Vein	52	anatomia	A07.015.908.670.567,A07.231.908.670.567
Vasodilator Agents	51	farmaco_quimico	D27.505.954.411.918
Coccidia	51	organismo	B01.043.075.189
Artificial Intelligence	51	ruido	G17.035.250,L01.224.050.375,L01.224.065
Fishes	51	organismo	B01.050.150.900.493
Dystrophin	51	farmaco_quimico	D12.776.210.500.250,D12.776.220.250,D12.776.543.250
Animal Technicians	51	ruido	M01.526.485.067.040,N02.360.067.040
Curcumin	51	farmaco_quimico	D02.455.326.146.485.222.222,D02.455.426.559.389.657.166.200,D02.455.426.559.694.222,D02.455.426.559.695.222
Superoxide Dismutase-1	51	farmaco_quimico	D08.811.682.881.500
Blood Donors	51	ruido	M01.898.313
Acanthocheilonema	51	organismo	B01.050.500.500.294.400.937.463.043,B01.050.500.500.294.700.750.700.300.043
Poverty	51	ruido	I01.880.735.634,I01.880.853.996.535,N01.824.600
South America	51	ruido	Z01.107.757
Cell Cycle Proteins	51	farmaco_quimico	D12.776.167
Czech Republic	51	ruido	Z01.542.248.395,Z01.586.250.395
Bocavirus	51	organismo	B04.280.580.650.085,B04.909.204.671.650.085
Heart Defects, Congenital	51	enfermedad	C14.240.400,C14.280.400,C16.131.240.400
Enterobacteriaceae Infections	51	enfermedad	C01.150.252.400.310,C01.252.400.310
Namibia	51	ruido	Z01.058.290.175.580
Porphyromonas	51	organismo	B03.140.094.625,B03.440.080.094.625,B03.440.425.410.194.625
Tumor Suppressor Proteins	51	farmaco_quimico	D12.776.624.776
Cross Infection	51	enfermedad	C01.248,C01.539.248,C23.550.291.875.500
Antigens, CD20	51	farmaco_quimico	D23.050.301.264.035.120,D23.050.301.264.051.120,D23.101.100.110.120,D23.101.100.150.120
Erythrocytes	51	anatomia	A11.118.290,A11.443.240,A15.145.229.334
Radiography, Thoracic	51	procedimiento	E01.370.350.700.730
Clinical Protocols	51	procedimiento	E02.183,N05.715.360.330.125,N05.715.360.775.225
Critical Care	50	procedimiento	E02.760.190,N02.421.585.190
Testosterone	50	farmaco_quimico	D04.210.500.054.079.429.824,D04.808.054.079.429.824,D06.472.334.851.968.984
North Carolina	50	ruido	Z01.107.567.875.075.475,Z01.107.567.875.750.530
Glucose	50	farmaco_quimico	D09.546.359.448,D09.947.875.359.448
Drug Compounding	50	ruido	E05.916.270
Pleural Effusion	50	enfermedad	C08.528.652
Anticoagulants	50	farmaco_quimico	D27.505.954.502.119
Limit of Detection	50	ruido	E05.318.740.872.374,N05.715.360.750.725.500,N06.850.520.830.872.500
Tissue Distribution	50	fisiologia	G03.787.917,G07.690.725.949
Slovenia	50	ruido	Z01.542.248.820,Z01.586.980.820
Gastroesophageal Reflux	50	enfermedad	C06.405.117.119.500.484
Databases, Genetic	50	ruido	L01.313.500.750.300.188.400.325,L01.470.750.750.325,L01.700.508.300.188.400.325
Ghana	50	ruido	Z01.058.290.190.320
Tumor Burden	50	ruido	E05.041.124.892
Mpox, Monkeypox	49	enfermedad	C01.925.256.743.615,C22.735.750,C22.795.600
Alanine Transaminase	49	farmaco_quimico	D08.811.913.477.700.100
Proto-Oncogene Proteins c-akt	49	farmaco_quimico	D08.811.913.696.620.682.700.755,D12.776.476.563.755,D12.776.476.565,D12.776.624.664.700.168
Pigmentation	49	procedimiento	E01.370.600.620,G16.690
Strongyloides stercoralis	49	organismo	B01.050.500.500.294.400.875.640.680.700,B01.050.500.500.294.700.700.640.680.700
Malaysia	49	ruido	Z01.252.145.487
Phosphorylation	49	ruido	G02.111.087.677,G02.111.665,G02.149.115.677,G02.149.465.700,G02.607.750.700,G02.607.780,G03.495.790,G03.796
Proteins	49	farmaco_quimico	D12.776
Hydrogen-Ion Concentration	49	ruido	G02.300
DNA, Complementary	49	farmaco_quimico	D13.444.308.497.220,D13.444.600.223.500,D27.720.470.530.600.223.260
Pseudorabies	49	enfermedad	C01.207.245.710,C01.925.182.710,C01.925.256.466.793,C02.182.710,C02.256.466.793,C10.228.228.210.710,C10.228.228.245.710,C22.742
Population Control	49	ruido	I01.240.600.650,N01.224.625.650,N06.850.505.400.700.650
Herpesvirus 1, Suid	49	organismo	B04.280.382.100.900.510,B04.909.204.382.100.900.510
Polysaccharides	49	farmaco_quimico	D09.698
Lidocaine	49	farmaco_quimico	D02.065.199.092.500,D02.092.146.113.092.500
Kyrgyzstan	49	ruido	Z01.252.100.450,Z01.542.931.450,Z01.586.200.450,Z01.586.950.450
Thermography	49	procedimiento	E01.370.350.800,E05.933.500
Kinetics	49	ruido	G01.374.661,G02.111.325,G02.111.490
Antigen-Antibody Complex	49	farmaco_quimico	D12.776.124.486.485.114.257,D12.776.124.790.651.114.257,D12.776.377.715.548.114.257,D23.050.101
Abscess	49	enfermedad	C01.539.830.025,C01.830.025,C23.550.470.756.100
Protein Array Analysis	49	ruido	E05.196.630.570.700,E05.393.525.680,E05.588.570.700,E05.601.680
Streptococcal Infections	49	enfermedad	C01.150.252.410.890,C01.252.410.890
Animal Diseases	49	enfermedad	C22
Dental Plaque	49	enfermedad	C07.793.208.377
Bacteriuria	48	enfermedad	C01.539.895.219,C01.915.219,C12.050.351.968.892.219,C12.200.777.892.219,C12.777.892.219,C12.950.892.219,C13.351.968.892.219
Litter Size	48	fisiologia	G08.686.530,G08.686.784.769.498.300,G08.686.785.760.769.498.300
Nasal Mucosa	48	anatomia	A04.531.520,A04.760.600,A10.615.550.760.600
Sandfly fever Naples virus	48	organismo	B04.820.087.710.750,B04.820.480.750.710.750,B04.909.777.147.710.750
Adenoviridae	48	organismo	B04.280.030,B04.909.204.097
Toll-Like Receptor 4	48	farmaco_quimico	D12.776.543.750.705.910.500.400
Nucleoproteins	48	farmaco_quimico	D12.776.664
Histocompatibility Antigens Class II	48	farmaco_quimico	D09.400.430.890.509,D12.776.395.550.509,D12.776.543.550.423,D12.776.543.550.440,D23.050.301.500.400,D23.050.705.552.410
Chromosomes	48	anatomia	A11.284.187,A11.284.430.106.279.345.190,G05.360.162
Proto-Oncogene Proteins p21(ras)	48	farmaco_quimico	D08.811.277.040.330.300.400.500.600,D12.644.360.525.500.600,D12.776.157.325.515.500.600,D12.776.476.338.400.500.600,D12.776.476.525.500.600,D12.776.624.664.700.200
Signaling Lymphocytic Activation Molecule Family Member 1	48	farmaco_quimico	D09.400.430.890.736.500,D12.776.395.550.736.500,D12.776.543.550.746.500,D12.776.543.750.705.970.500,D23.050.301.264.035.915.500,D23.101.100.110.935.500
Elasticity Imaging Techniques	48	procedimiento	E01.370.350.850.270
Antibiotic Prophylaxis	48	procedimiento	E02.319.162.150,E02.319.703.150
Viral Zoonoses	48	enfermedad	C01.925.933,C01.973.500,C22.969.500
Joint Dislocations	48	enfermedad	C05.116.359,C05.550.518,C26.289
Pharmaceutical Preparations	48	farmaco_quimico	D26
Pyrimidines	48	farmaco_quimico	D03.383.742
Arthrodesis	48	procedimiento	E04.555.100
Viruses	48	organismo	B04
Conserved Sequence	48	ruido	G02.111.570.580
Spinocerebellar Ataxias	48	enfermedad	C10.228.140.252.190.530,C10.228.140.252.700.700,C10.228.854.787.875,C10.574.500.825.700,C10.597.350.090.500.530,C16.320.400.780.875
Fish Oils	48	farmaco_quimico	D10.627.430
Oxacillin	48	farmaco_quimico	D02.065.589.099.750.625,D02.886.108.750.625,D03.438.260.825.625,D03.605.084.737.625,D03.633.100.300.750.625,D04.075.080.875.099.221.750.625
Turkeys	47	organismo	B01.050.150.900.248.350.800,B01.050.150.900.248.617.800,B01.050.150.900.248.690.800
Telmisartan	47	farmaco_quimico	D02.455.426.559.389.185.849,D03.633.100.103.791
Deer	47	organismo	B01.050.150.900.649.077.380.373,B01.050.150.900.649.313.500.380.373
Russia	47	ruido	Z01.252.122.500,Z01.542.248.775,Z01.586.200.775,Z01.586.950.775
CHO Cells	47	anatomia	A11.251.210.200,A11.436.155
Joints	47	anatomia	A02.835.583
Transforming Growth Factor beta1	47	farmaco_quimico	D12.644.276.374.687.100,D12.644.276.954.775.100,D12.644.276.954.800.720.100,D12.644.276.963.720.100,D12.776.467.374.687.100,D12.776.467.942.775.100,D12.776.467.942.800.720.100,D12.776.467.960.720.100,D23.529.374.687.100,D23.529.942.775.100,D23.529.942.800.720.100,D23.529.960.720.100
Tritrichomonas foetus	47	organismo	B01.630.800.849.325
Salmonella	47	organismo	B03.440.450.425.800,B03.660.250.150.710
Raccoons	47	organismo	B01.050.150.900.649.147.650.700,B01.050.150.900.649.313.750.250.623.700,B01.050.150.900.649.313.750.600.623.700
Leukemia Virus, Feline	47	organismo	B04.613.807.375.500,B04.820.650.375.500,B04.909.574.807.375.500,B04.909.777.731.375.500
Status Epilepticus	47	enfermedad	C10.228.140.490.690,C10.597.742.785,C23.888.592.742.785
Developing Countries	47	ruido	I01.261.587.750,I01.615.500.300
Phoca	47	organismo	B01.050.150.900.649.147.600.700.600,B01.050.150.900.649.313.750.250.700.600,B01.050.150.900.649.313.750.600.700.600
Aspergillosis	47	enfermedad	C01.150.703.080,C01.539.800.200.383.249,C01.703.080,C01.703.295.328.249,C01.703.513.249,C01.703.534.045,C17.800.838.208.416.249
Vocalization, Animal	47	otro	F01.145.113.055.800
Leptin	47	farmaco_quimico	D06.472.699.042.500,D12.644.276.024.500,D12.644.548.011.500,D12.776.467.024.500,D23.529.024.500
Energy Metabolism	47	ruido	G03.295,G03.495.335
Pituitary Neoplasms	47	enfermedad	C04.588.322.609,C04.588.614.250.195.885.500.600,C10.228.140.211.885.500.600,C10.228.140.617.477.600,C10.228.140.617.738.675,C10.551.240.250.700.500.500,C19.344.609,C19.700.734
Linkage Disequilibrium	47	otro	G05.348.500,G05.540.500
Interviews as Topic	47	ruido	E05.318.308.420,L01.280.520,L01.399.250.520,N05.715.360.300.400,N06.850.520.308.420
Fibroblasts	47	anatomia	A11.329.228
Cisplatin	47	farmaco_quimico	D01.210.375,D01.625.125,D01.710.100
Zambia	47	ruido	Z01.058.290.175.920
Vocal Cord Paralysis	47	enfermedad	C08.360.931,C09.400.931,C10.292.887.800,C10.597.622.943,C23.888.592.636.943
Conservation of Natural Resources	46	ruido	J01.256,N06.230.080
Quality-Adjusted Life Years	46	ruido	E05.318.308.985.450.875,E05.318.740.100.500.700,E05.318.740.100.750,L01.280.975.475.700,N01.224.935.464.750,N01.224.935.530.700,N06.850.505.400.975.450.750,N06.850.520.308.985.450.875
Th1 Cells	46	anatomia	A11.118.637.555.567.550.500.400.900,A11.118.637.555.567.569.200.400.900,A11.118.637.555.567.569.500.400.900,A15.145.229.637.555.567.550.500.400.500,A15.145.229.637.555.567.569.200.400.500,A15.145.229.637.555.567.569.500.400.500,A15.382.490.555.567.550.500.400.900,A15.382.490.555.567.569.200.400.900,A15.382.490.555.567.569.500.400.900
Blindness	46	enfermedad	C10.597.751.941.162,C11.966.075,C23.888.592.763.941.162
Anesthesia, General	46	otro	E03.155.197
Deafness	46	enfermedad	C09.218.458.341.186,C10.597.751.418.341.186,C23.888.592.763.393.341.186
Mucin-1	46	farmaco_quimico	D09.400.430.890.560,D09.400.430.900.631.115,D12.776.395.550.560,D12.776.395.560.631.115,D12.776.543.550.530,D23.050.285.050.300,D23.050.301.264.035.535,D23.050.550.325.300,D23.101.100.110.535,D23.101.140.075.300,D23.101.840.075.300
Oropharynx	46	anatomia	A04.623.603,A14.724.603
Health Personnel	46	ruido	M01.526.485,N02.360
Practice Patterns, Physicians'	46	ruido	N04.590.374.577,N05.300.625
National Health Programs	46	ruido	N03.349.550
beta Catenin	46	farmaco_quimico	D12.776.091.249,D12.776.220.145.500,D12.776.930.130
Wound Healing	46	otro	G16.100.856.891,G16.762.891
Hematologic Neoplasms	46	enfermedad	C04.588.448,C15.378.400
Adaptation, Biological	46	otro	G16.012,G16.100.057
Influenza A Virus, H7N9 Subtype	46	organismo	B04.820.480.968.405.400.800,B04.820.545.405.400.800,B04.909.777.545.405.400.800
Decision Making	46	otro	F02.463.785.373
Administration, Intravenous	46	procedimiento	E02.319.267.082
Wounds and Injuries	46	enfermedad	C26
S100A12 Protein	46	farmaco_quimico	D12.644.276.087.901,D12.776.157.125.750.875,D12.776.467.087.937,D23.529.087.943
Hypoglycemic Agents	45	farmaco_quimico	D27.505.696.422
Fear	45	otro	F01.470.361
Paranasal Sinus Neoplasms	45	enfermedad	C04.588.443.665.650.693,C08.460.669.693,C08.460.692.503,C08.785.600.693,C09.603.669.693,C09.603.692.503,C09.647.685.693
Kazakhstan	45	ruido	Z01.252.100.420,Z01.542.931.440,Z01.586.200.440,Z01.586.950.440
Cell- and Tissue-Based Therapy	45	procedimiento	E02.095.147
Trypanosomiasis, African	45	enfermedad	C01.610.752.300.900.719,C01.920.937,C03.752.300.900.719
Chemokines	45	farmaco_quimico	D12.644.276.374.200,D12.776.467.374.200,D23.125.300,D23.469.200,D23.529.374.200
Ontario	45	ruido	Z01.107.567.176.639
Reference Values	45	ruido	E05.978.810
Influenza A Virus, H9N2 Subtype	45	organismo	B04.820.480.968.405.400.900,B04.820.545.405.400.900,B04.909.777.545.405.400.900
Health Services Accessibility	45	ruido	N04.590.374.350,N05.300.430
Spinal Diseases	45	enfermedad	C05.116.900
RNA, Small Interfering	45	farmaco_quimico	D13.150.650.700,D13.444.735.150.700,D13.444.735.790.552.875
Peritonitis	45	enfermedad	C01.463.600,C01.539.463.600,C06.844.640
Basic Reproduction Number	45	ruido	E05.318.308.985.525.080,L01.280.975.525.080,N01.224.935.597.080,N06.850.310.149,N06.850.335.125,N06.850.505.400.975.525.080,N06.850.520.308.985.525.080
Drosophilidae	45	organismo	B01.050.500.131.617.289.310,B01.050.500.131.617.720.500.500.750.310
Eye Infections, Parasitic	45	enfermedad	C01.610.300,C03.300,C11.294.725
Metabolic Diseases	44	enfermedad	C18.452
Vitamin D Deficiency	44	enfermedad	C18.654.521.500.133.770
Hemodynamics	44	fisiologia	G09.330.190.400,G09.330.380
Fenbendazole	44	farmaco_quimico	D02.241.081.251.320,D03.438.103.450,D03.633.100.103.450
Fungi	44	organismo	B01.300
Constriction, Pathologic	44	enfermedad	C23.300.287
Codon, Nonsense	44	farmaco_quimico	D13.444.735.544.355.250.235,G05.360.335.355.250.235,G05.365.590.195
Primary Cell Culture	44	procedimiento	E01.370.225.500.223.500,E05.200.500.223.500,E05.200.500.265.500,E05.242.223.500,E05.481.500.249.500
Glycosylation	44	ruido	G02.111.087.160.812,G02.111.158.812,G02.149.115.160.812,G02.149.465.350,G02.607.299,G02.607.750.350,G03.191.812,G03.495.256.812
Pemphigus	44	enfermedad	C17.800.865.716,C20.111.736
Benzenesulfonamides	44	farmaco_quimico	D02.065.884.060,D02.455.426.559.389.085,D02.886.590.700.090
Autophagy	44	fisiologia	G04.011,G04.146.399,G04.299.139.399,G04.299.482.350.091,G04.417.350.091
Ferritins	44	farmaco_quimico	D12.776.157.427.249,D12.776.556.579.249
Fluorodeoxyglucose F18	44	farmaco_quimico	D09.254.229.500
Phospholipids	44	farmaco_quimico	D10.570.755,D10.695
Keratoconjunctivitis Sicca	44	enfermedad	C11.187.183.394.500,C11.187.183.394.550,C11.204.564.585.630,C11.496.260.394
Anaplasmataceae Infections	44	enfermedad	C01.150.252.400.054,C01.252.400.054
Viral Envelope Proteins	44	farmaco_quimico	D09.400.430.890.993,D09.400.430.968,D12.776.395.550.993,D12.776.543.550.993,D12.776.964.970.880
Cardiotonic Agents	44	farmaco_quimico	D27.505.954.411.222,D27.720.799.080
Early Diagnosis	44	procedimiento	E01.390
Snails	44	organismo	B01.050.500.644.400.750
Bone Plates	44	procedimiento	E07.695.370.374,E07.858.442.660.460.374,E07.858.690.725.460.374
Infertility	44	enfermedad	C12.100.750,C12.294.365,C13.351.500.365
Filariasis	44	enfermedad	C01.610.335.508.700.750.361,C03.335.508.700.750.361
Pneumonia	44	enfermedad	C01.748.610,C08.381.677,C08.730.610
Range of Motion, Articular	44	procedimiento	E01.370.600.700,G11.427.760
Interleukin-17	44	farmaco_quimico	D12.644.276.374.465.517,D12.776.467.374.465.517,D23.529.374.465.517
Hip Dislocation	44	enfermedad	C05.116.359.384,C05.550.518.384,C26.289.384,C26.531.500
Bartonella henselae	43	organismo	B03.440.090.100.350,B03.660.050.030.040.350
Bacterial Zoonoses	43	enfermedad	C01.150.252.162,C01.973.250,C22.969.250
Nephritis, Interstitial	43	enfermedad	C12.050.351.968.419.570.643,C12.200.777.419.570.643,C12.777.419.570.643,C12.950.419.570.643,C13.351.968.419.570.643
Sex Distribution	43	ruido	I01.240.800,N01.224.803,N06.850.505.400.850
Interleukin-4	43	farmaco_quimico	D12.644.276.374.465.186,D12.644.276.374.465.504,D12.776.467.374.465.178,D12.776.467.374.465.504,D23.529.374.465.186,D23.529.374.465.504
Pyrantel Pamoate	43	farmaco_quimico	D02.886.778.634.600,D03.383.742.634.600,D03.383.903.634.600
Turkey	43	ruido	Z01.252.245.500.850,Z01.586.500.850
Vinblastine	43	farmaco_quimico	D03.132.436.681.827.650,D03.438.473.402.681.827.650,D03.633.100.473.402.681.827.650,D03.633.100.496.500.500.681.827.650
Mycophenolic Acid	43	farmaco_quimico	D02.241.081.193.678,D10.251.618
MAP Kinase Signaling System	43	fisiologia	G02.111.087.800.560,G02.111.820.560,G02.149.115.800.560,G03.493.560,G03.495.553.560,G04.299.880.560,G04.835.560
Bacteremia	43	enfermedad	C01.150.252.100,C01.252.100,C01.539.757.100,C01.757.100,C23.550.470.790.500.100
Ornithodoros	43	organismo	B01.050.500.131.166.132.832.100.700
Interferon-alpha	43	farmaco_quimico	D12.644.276.374.440.890.250,D12.644.276.718.500.250,D12.776.467.374.440.890.250,D12.776.467.718.500.250,D23.529.374.440.890.250,D23.529.718.500.250
CTLA-4 Antigen	43	farmaco_quimico	D12.776.465.782,D12.776.543.750.705.222.750,D23.050.301.264.035.279,D23.050.301.264.894.158,D23.101.100.110.279,D23.101.100.894.158
Extracellular Vesicles	43	anatomia	A11.284.295.588
Furosemide	43	farmaco_quimico	D02.065.884.725.300,D02.092.146.807.300,D02.886.590.700.725.300
Neutropenia	43	enfermedad	C15.378.243.750.184.564,C15.378.553.546.184.564
Fecal Microbiota Transplantation	43	procedimiento	E02.095.231
Peste-des-Petits-Ruminants	43	enfermedad	C01.925.782.580.600.500.600,C02.782.580.600.500.600,C22.706
Atlanto-Axial Joint	43	anatomia	A02.835.583.097
Fluorescence	43	ruido	G01.358.500.505.650.665.500,G01.590.540.665.500
Ecuador	43	ruido	Z01.107.757.362
Angiotensin-Converting Enzyme Inhibitors	43	farmaco_quimico	D27.505.519.389.745.085
Multigene Family	43	otro	G05.360.340.024.340.645
Nucleosomes	43	farmaco_quimico	A11.284.430.106.279.345.190.160.180.625,D12.776.664.224.550,G05.360.160.180.625
Leukemia	43	enfermedad	C04.557.337,C15.378.508
Formaldehyde	42	farmaco_quimico	D02.047.407
Gene Expression Regulation, Viral	42	otro	G05.308.385,G05.355.315.385
Radiotherapy, Intensity-Modulated	42	procedimiento	E02.815.635.700.700,L01.313.500.750.100.710.600.550.700,L01.700.508.100.710.600.550.700
Otters	42	organismo	B01.050.150.900.649.147.550.600,B01.050.150.900.649.313.750.250.575.600,B01.050.150.900.649.313.750.600.575.600
Lipopolysaccharides	42	farmaco_quimico	D09.400.500,D09.698.718.450,D10.494,D23.050.161.616.525,D23.946.123.329.500
Asymptomatic Infections	42	enfermedad	C01.125,C23.550.291.187.500
Cataract	42	enfermedad	C11.510.245
Nucleic Acid Hybridization	42	ruido	E05.393.661,G02.111.087.620,G02.111.611,G02.149.115.620
Brain Diseases	42	enfermedad	C10.228.140
ADAM Proteins	42	farmaco_quimico	D08.811.277.656.675.374.102,D09.400.430.500,D12.776.395.033
Recombinant Fusion Proteins	42	farmaco_quimico	D12.776.828.300
Drug Resistance, Multiple	42	fisiologia	G07.690.320.300,G07.690.773.984.300
Symbiosis	42	otro	G06.550.800,G06.590.580.800,G16.100.900,G16.840
Adaptor Proteins, Signal Transducing	42	farmaco_quimico	D12.644.360.024,D12.776.157.057,D12.776.476.024
Body Temperature	42	procedimiento	E01.370.600.875.374,G07.110
Rickettsia conorii	42	organismo	B03.440.647.650.650.125,B03.660.050.765.650.650.180,B03.660.050.783.875.650.650.180
Suspensions	42	farmaco_quimico	D20.280.810,D26.255.165.810
Palliative Care	42	procedimiento	E02.760.666,N02.421.585.666
Viral Load	42	procedimiento	E01.370.225.875.950,E05.200.875.950,G06.920.850
Bunyaviridae Infections	42	enfermedad	C01.925.782.147,C02.782.147
K562 Cells	42	anatomia	A11.251.210.190.510,A11.251.860.180.510,A11.443.240.497.480
Optical Imaging	42	procedimiento	E01.370.350.589,E05.642
Copper	42	farmaco_quimico	D01.268.556.195,D01.268.956.170,D01.552.544.195
Nerve Growth Factor	42	farmaco_quimico	D12.644.276.860.437,D12.776.467.860.437,D12.776.631.600.437,D12.776.641.600.437,D23.529.850.437
Organ Specificity	41	fisiologia	G07.650
Desensitization, Immunologic	41	procedimiento	E02.095.465.425.450.310,E05.478.610.310
Comparative Genomic Hybridization	41	ruido	E05.393.285.240,E05.393.520.500,E05.393.661.187
Methadone	41	farmaco_quimico	D02.522.675
Carbazoles	41	farmaco_quimico	D03.438.473.144,D03.494.148,D03.633.100.473.144,D03.633.300.148
Personality	41	otro	F01.752
Mycobacterium	41	organismo	B03.510.024.049.525.500,B03.510.024.962.500,B03.510.460.400.410.552.552
Veterinary Drugs	41	farmaco_quimico	D26.939
Administration, Intranasal	41	procedimiento	E02.319.267.080,E02.319.267.120.080,E02.319.267.120.655.500
Portal System	41	anatomia	A07.015.908.670,A07.231.908.670
Coagulase	41	farmaco_quimico	D08.811.277.656.300.174,D12.776.097.181
Enzyme Inhibitors	41	farmaco_quimico	D27.505.519.389
Heart Arrest	41	enfermedad	C14.280.383
Extremities	41	anatomia	A01.378
Drug-Related Side Effects and Adverse Reactions	41	enfermedad	C25.100
Vascular Endothelial Growth Factor Receptor-2	41	farmaco_quimico	D08.811.913.696.620.682.725.400.950.200,D12.776.476.568.400.950.200,D12.776.543.750.060.750.200,D12.776.543.750.630.750.200,D12.776.543.750.750.400.910.200
Extracellular Traps	41	anatomia	A11.284.295.495
Coronavirus	41	organismo	B04.820.504.540.150,B04.820.578.500.540.150,B04.909.777.500.540.150
Muscles	41	anatomia	A02.633,A10.690
Area Under Curve	41	fisiologia	E05.318.740.200,G03.787.101,G07.690.725.064,N06.850.520.830.200
Commerce	41	ruido	J01.219
Bacterial Typing Techniques	41	procedimiento	E01.370.225.875.150.125,E05.200.875.150.125
Pest Control	41	ruido	N06.850.780.200.650
Exocrine Pancreatic Insufficiency	41	enfermedad	C06.689.276
Insurance	41	ruido	N03.219.521.576
Predatory Behavior	41	otro	F01.145.113.111.600,F01.145.113.252.520
Blastocystis	41	organismo	B01.046.500.100.200.200
Cognition	41	otro	F02.463.188
Piroxicam	41	farmaco_quimico	D02.886.665.500,D03.383.855.500
Urologic Neoplasms	41	enfermedad	C04.588.945.947,C12.050.351.937.820,C12.200.758.820,C12.758.820,C12.900.820,C12.950.983,C13.351.937.820
Receptor Protein-Tyrosine Kinases	40	farmaco_quimico	D08.811.913.696.620.682.725.400,D12.776.476.568.400,D12.776.543.750.060,D12.776.543.750.630
Cell Culture Techniques	40	procedimiento	E01.370.225.500.223,E05.200.500.223,E05.200.500.265,E05.242.223,E05.481.500.249
Proteoglycans	40	farmaco_quimico	D09.400.430.930,D09.698.735,D12.776.395.650
Cyclin-Dependent Kinase Inhibitor p16	40	farmaco_quimico	D12.644.360.225.200,D12.776.167.187.200,D12.776.476.225.200,D12.776.624.776.355.200
Genetics, Population	40	ruido	H01.158.273.343.335
